session,Paper,Year,question_id,Question,Type,Marks,AO,Spec Code,Text,Mark Scheme,Extra Notes,question_page_start,question_page_end,mark_scheme_start_page,mark_scheme_end_page,has_figure,figure_labels_joined,has_table,table_labels_joined,source_qp,source_ms,figure_labels,table_labels,PDF Link
Nov20,1F,2020,5,5.4,multiple choice,2,AO1,4.4.1.3; 4.4.2.1,"The green leaves of the gorse plant make glucose for the plant to use.
 What are two uses of glucose in the gorse plant?
 Tick (ü) two boxes.
 For defence
 For respiration
 To absorb water
 To release minerals
 To store as starch","for respiration
 to store as starch",,20,20,20,20,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1EP8tS0AlpaKs8cmOTR2rZ4mF3B7AVGzY/view
Nov20,1F,2020,5,5.5,short answer,3,AO1,4.2.2.1; RPA 4,"A student wanted to show that the leaves of a gorse plant contain glucose.
 The student crushed the leaves to extract the liquid from the cells.
 Describe the method the student could use to test the liquid from the cells for glucose.
 Include the result if glucose is present.
 ____
 ____
 ____","add Benedict’s (solution / reagent to the liquid)
 boil / heat
 (if glucose is present the blue) colour changes to yellow / green / orange / brown / (brick)red","allow any temperature of 65 °C 
 or above",21,21,21,21,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1EP8tS0AlpaKs8cmOTR2rZ4mF3B7AVGzY/view
Nov20,1F,2020,5,5.6,short answer,2,AO1,4.1.3.3; 4.4.1.3; 4.4.2.3,"The roots of the gorse plant have bacteria that turn nitrogen gas into nitrate ions.
 Explain why nitrate ions are needed by the gorse plant.
 ____
 ____",(nitrate ions are needed) to make proteins / amino acids which are needed for growth / enzymes / new cells,"allow to make chlorophyll / DNA 
 / ATP / nucleic acid
 allow correct process for named 
 molecule in mp1",21,21,21,21,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1EP8tS0AlpaKs8cmOTR2rZ4mF3B7AVGzY/view
Nov20,1F,2020,5,5.7,short answer,1,AO3,4.3.1.1; 4.3.1.4,"The roots of gorse plants can be infected by honey fungus.
 The honey fungus produces tiny spores underground.
 Suggest how the honey fungus spores travel from the roots of an infected gorse plant to the roots of a healthy gorse plant.
 ____",in / on the (soil) water,"allow through air (spaces) in the 
 soil",21,21,21,21,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1EP8tS0AlpaKs8cmOTR2rZ4mF3B7AVGzY/view
Nov20,1F,2020,5,5.8,multiple choice,2,AO1,4.3.1.9,"A drug can be extracted from gorse seeds.
 Doctors want to trial the drug from gorse seeds to see if it can treat diarrhoea.
 Which two factors must the doctors test the drug for in the trial?
 Tick (ü) two boxes.
 Appearance
 Dosage
 Solubility
 Taste
 Toxicity","dosage
 toxicity",,22,22,22,22,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1EP8tS0AlpaKs8cmOTR2rZ4mF3B7AVGzY/view
Nov20,1F,2020,5,5.9,multiple choice,1,AO1,4.3.1.9,"In the trial some patients will take tablets made from gorse seeds and some patients will take tablets made from sugar.
 What are the tablets made from sugar called?
 Tick (ü) one box.
 Antibiotics
 Antibodies
 Painkillers
 Placebos",placebos,,22,22,22,22,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1EP8tS0AlpaKs8cmOTR2rZ4mF3B7AVGzY/view
Nov20,1F,2020,6,6.1,table completion,2,AO2,4.2.2.2,"Blood is transported around the body in blood vessels.
 Draw one line from each type of blood vessel to the structure of the blood vessel.
 
 Type of blood vessel
 Artery
 Capillary
 Vein
 
 Structure of the blood vessel
 Has thick, muscular walls
 Has a lumen that is one cell wide
 Has valves",all lines correct = 2 marks 1 or 2 lines correct = 1 mark additional line from a box on the left negates the credit for that box,additional line from a box on the left negates the credit for that box,23,23,23,23,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1MRW7hZnoa3CYvlw4rOhe2pktpPeQJD8_/view
Nov20,1F,2020,6,6.2,short answer,2,AO1,4.2.2.2,"Explain how the structure of an artery is related to its function.
 ____
 ____",any one from: • thick(er) (muscle) walls / tissue (1) to push blood (all) around the body (1) or • thick(er) elastic walls / tissue (1) to maintain / withstand high (blood) pressure or to retain / regain shape (1) or • narrow lumen (1) to maintain high (blood) pressure (1),"allow to withstand high (blood)
 pressure 
 do not accept to pump blood 
 (all) around the body",23,23,23,23,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1MRW7hZnoa3CYvlw4rOhe2pktpPeQJD8_/view
Nov20,1F,2020,6,6.3,short answer,2,AO2,4.2.2.3,"Figure 9 shows blood viewed through a microscope.
 Name A and B in Figure 9.
 A ____
 B ____","(A) – white (blood) cell(s)
 (B) – platelet(s)","allow any named white (blood) 
 cell(s)",24,24,24,24,TRUE,Figure 9,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 9'],[],https://drive.google.com/file/d/1MRW7hZnoa3CYvlw4rOhe2pktpPeQJD8_/view
Nov20,1F,2020,6,6.4,short answer,2,AO3,4.1.1.2; 4.1.1.3; 4.2.2.3,"A red blood cell:
 • has no nucleus
 • contains a red pigment called haemoglobin.
 Suggest how these adaptations help the red blood cell carry out its function.
 No nucleus ____
 Haemoglobin ____","(no nucleus) more space for haemoglobin / oxygen
 (has haemoglobin) to bind / carry oxygen","allow to carry more oxygen
 ignore carries carbon dioxide",24,24,24,24,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1MRW7hZnoa3CYvlw4rOhe2pktpPeQJD8_/view
Nov20,1F,2020,6,6.5,multiple choice,1,AO1,4.2.2.3,"The blood components are carried around the body in the liquid part of the blood.
 What is the liquid part of the blood called?
 Tick (ü) one box.
 Cell sap
 Plasma
 Saliva
 Urine",plasma,,25,25,25,25,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1MRW7hZnoa3CYvlw4rOhe2pktpPeQJD8_/view
Nov20,1F,2020,6,6.6,short answer,1,AO3,4.2.2.3,"Table 2 shows the results of a man’s blood test.
 
 | Blood component | Patient results | Normal range |
 |:----------------|:----------------|:-------------|
 | Red blood cells | 4.8 | 4.5 to 6.5 |
 | Lymphocytes | 2.6 | 1.0 to 4.0 |
 | Neutrophils | 5.1 | 1.8 to 7.5 |
 | Platelets | 50 | 140 to 400 |
 
 Which component of the man’s blood is not within the normal range?
 ____",platelets,,25,25,25,25,TRUE,,TRUE,Table 2,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],['Table 2'],https://drive.google.com/file/d/1MRW7hZnoa3CYvlw4rOhe2pktpPeQJD8_/view
Nov20,1F,2020,6,6.7,short answer,1,AO3,4.2.2.3,"Suggest a symptom the man might show.
 ____",any one from: • (continued) bleeding • (more) bruising,"allow described
 allow blood does not clot (at 
 cuts)
 allow ecf from answer to 
 question 06.6",25,25,25,25,TRUE,,TRUE,Table 2,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],['Table 2'],https://drive.google.com/file/d/1MRW7hZnoa3CYvlw4rOhe2pktpPeQJD8_/view
Nov20,1F,2020,7,7.1,table completion,2,AO1,4.4.1.1,"This question is about photosynthesis.
 Complete the word equation for photosynthesis.
 ____ + ____ → ____ + oxygen",before arrow carbon dioxide and water after arrow glucose,"allow correct chemical symbols
 ignore any attempt at balancing 
 equation
 ignore light / chlorophyll
 either order 
 ignore sugar / carbohydrate
 do not accept starch",26,26,26,26,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1nk5t7Q775o_gjLbQsMR1ScKGf8rL47WC/view
Nov20,1F,2020,7,7.2,short answer,2,AO1,4.1.1.2; 4.4.1.1,"Describe how energy for the photosynthesis reaction is gained by plants.
 ____
 ____","light
 (light) is captured / trapped / absorbed by chlorophyll / chloroplasts","ignore description of subsequent 
 parts of the photosynthesis 
 reaction
 allow sunlight
 ignore sun
 allow (light) is used by 
 chlorophyll / chloroplasts",26,26,26,26,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1nk5t7Q775o_gjLbQsMR1ScKGf8rL47WC/view
Nov20,1F,2020,7,7.3,calculation,2,AO2,4.4.1.2; RPA 6,"Students investigated the effect of temperature on the rate of photosynthesis.
 The students shone light from a lamp onto pondweed and measured the volume of oxygen produced per hour.
 Table 3 shows the results.
 
 | Temperature in °C | Rate of photosynthesis in cm3/hour | | | |
 |:------------------|:-----------------------------------|:-------|:-------|:-----|
 | | Test 1 | Test 2 | Test 3 | Mean |
 | 20 | 18.5 | 19.3 | 19.5 | X |
 | 25 | 32.6 | 34.1 | 32.9 | 33.2 |
 | 30 | 41.9 | 45.2 | 44.9 | 44.0 |
 | 35 | 38.6 | 39.8 | 44.0 | 40.8 |
 | 40 | 23.1 | 20.5 | 22.4 | 22.0 |
 | 45 | 1.9 | 14.2 | 2.2 | 2.1 |
 
 Calculate mean value X.
 X = ____ cm3/hour",(18.5 + 19.3 + 19.5) / 3 or 57.3 / 3 = 19.1 (cm³/hour),"allow an answer correctly 
 calculated using only two correct 
 values",27,27,27,27,FALSE,,TRUE,Table 3,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],['Table 3'],https://drive.google.com/file/d/1nk5t7Q775o_gjLbQsMR1ScKGf8rL47WC/view
Nov20,1F,2020,7,7.4,short answer,1,AO3,4.4.1.2; RPA 6,"The students identified one anomalous result in Table 3.
 Draw a ring around the anomalous result in Table 3.",a ring around 14.2,"allow clear indication of correct 
 result",27,27,27,27,FALSE,,TRUE,Table 3,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],['Table 3'],https://drive.google.com/file/d/1nk5t7Q775o_gjLbQsMR1ScKGf8rL47WC/view
Nov20,1F,2020,7,7.5,short answer,1,AO3,4.4.1.2; RPA 6,"Suggest one possible cause of the anomalous result.
 ____",any one from: • scale / value was misread • there was air / oxygen in the syringe / measuring cylinder / apparatus • the lamp / light was moved • temperature changed • had different mass / length of pondweed • pondweed had not acclimatised,"ignore human error
 ignore references to counting 
 bubbles or time
 allow measurement error
 allow light intensity changed
 ignore different bulb / lamp 
 unqualified",27,27,27,27,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1nk5t7Q775o_gjLbQsMR1ScKGf8rL47WC/view
Nov20,1F,2020,7,7.6,short answer,1,AO3,4.4.1.2; RPA 6,"How did the students deal with the anomalous result?
 ____",did not use it in calculation (of mean),,27,27,27,27,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1nk5t7Q775o_gjLbQsMR1ScKGf8rL47WC/view
Nov20,1F,2020,7,7.7,short answer,1,AO3,4.4.1.2; RPA 6,"Give one factor the students should have kept constant in this investigation.
 ____",any one from: • light (intensity) • carbon dioxide (concentration) • pondweed size / amount • pondweed species,"do not accept temperature 
 ignore time
 allow distance / power / colour 
 of lamp / light
 allow same (piece of) pondweed",27,27,27,27,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1nk5t7Q775o_gjLbQsMR1ScKGf8rL47WC/view
Nov20,1F,2020,7,7.8,short answer,1,AO2,4.2.2.1,"Table 3 is repeated below.
 
 | Temperature in °C | Rate of photosynthesis in cm3/hour | | | |
 |:------------------|:-----------------------------------|:-------|:-------|:-----|
 | | Test 1 | Test 2 | Test 3 | Mean |
 | 20 | 18.5 | 19.3 | 19.5 | X |
 | 25 | 32.6 | 34.1 | 32.9 | 33.2 |
 | 30 | 41.9 | 45.2 | 44.9 | 44.0 |
 | 35 | 38.6 | 39.8 | 44.0 | 40.8 |
 | 40 | 23.1 | 20.5 | 22.4 | 22.0 |
 | 45 | 1.9 | 14.2 | 2.2 | 2.1 |
 
 Why did the rate of photosynthesis decrease from 35 °C to 45 °C?
 ____",enzyme(s) lose the shape of the active site,"allow enzyme(s) (start to) 
 denature 
 allow enzyme(s) destroyed / 
 damaged
 do not accept enzyme(s) killed",28,28,28,28,TRUE,,TRUE,Table 3,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],['Table 3'],https://drive.google.com/file/d/1nk5t7Q775o_gjLbQsMR1ScKGf8rL47WC/view
Nov20,1F,2020,7,7.9,extended response,5,AO2,4.4.1.2; RPA 6,"Complete Figure 10 using data from Table 3.
 You should:
 • label the y-axis
 • use a suitable scale for the y-axis
 • plot the mean data from Table 3 for temperatures from 25 °C to 45 °C
 • draw a line of best fit.","y-axis labelled ‘(rate of) photosynthesis in cm³/hour’
 suitable scale on y-axis
 all points plotted to within ± ½ small square
 correct curved line of best fit must take up half or more of grid provided
 allow 3 or 4 correct plots for 1 mark","ignore any attempt to plot a 
 point at 20 °C
 ignore line joined point to point 
 with straight lines
 ignore extrapolation",29,29,29,29,TRUE,Figure 10,TRUE,Table 3,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 10'],['Table 3'],https://drive.google.com/file/d/1nk5t7Q775o_gjLbQsMR1ScKGf8rL47WC/view
Nov20,1F,2020,8,8.1,short answer,2,AO1,4.1.3.1,"Diffusion is an important process in animals and plants.
 What is meant by the term diffusion?
 ____
 ____",movement / spreading out of molecules / particles from (an area of) high(er) concentration to (an area of) low(er) concentration,"allow movement / spreading out 
 of (named) substances / 
 chemicals / gases / liquids
 ignore reference to membranes 
 / cells
 allow down / with the 
 concentration gradient
 ignore along / across the 
 concentration gradient
 do not accept movement from / 
 to a concentration gradient",30,30,30,30,FALSE,,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,[],[],https://drive.google.com/file/d/1wi7N8rL3ONF6zWFJ3qfcsgvIew_mNdSi/view
Nov20,1F,2020,8,8.2,multiple choice,2,AO2,4.1.3.1; 4.2.3.2,"Figure 11 shows part of a leaf.
 Molecules of carbon dioxide diffuse from the air into the mesophyll cells.
 Which two changes will increase the rate at which carbon dioxide diffuses into the mesophyll cells?
 Tick (ü) two boxes.
 Decreased number of chloroplasts in the cells
 Decreased surface area of cells in contact with the air
 Increased carbon dioxide concentration in the air
 Increased number of stomata that are open
 Increased oxygen concentration in the air","increased carbon dioxide concentration in the air
 increased number of stomata that are open",,31,31,31,31,TRUE,Figure 11,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 11'],[],https://drive.google.com/file/d/1wi7N8rL3ONF6zWFJ3qfcsgvIew_mNdSi/view
Nov20,1F,2020,8,8.3,extended response,6,AO1,4.1.3.1; 4.2.2.2,"Diffusion also happens in the human lungs.
 Figure 12 shows the human breathing system.
 Explain how the human lungs are adapted for efficient exchange of gases by diffusion.
 ____
 ____
 ____
 ____
 ____
 ____","Level 3: Relevant points (reasons/causes) are identified, given in detail and logically linked to form a clear account. 5–6
 Level 2: Relevant points (reasons/causes) are identified, and there are attempts at logical linking. The resulting account is not fully clear. 3–4
 Level 1: Points are identified and stated simply, but their relevance is not clear and there is no attempt at logical linking. 1–2
 No relevant content 0
 Indicative content
 • (many) alveoli
 • provide a large(r) surface area (: volume)
 • capillaries are thin or alveoli / capillary walls are thin or one cell thick or capillaries are close to the alveoli
 • which provides short diffusion path (for oxygen / carbon dioxide)
 • breathing (mechanism) moves air in and out or lungs are ventilated
 • to bring in (fresh) oxygen
 • to remove carbon dioxide
 • to maintain a concentration / diffusion gradient
 • large capillary network (around alveoli) or good blood supply
 • to remove oxygen(ated blood) quickly
 • to bring carbon dioxide to the lungs quickly
 • to maintain a concentration / diffusion gradient",,32,32,32,32,TRUE,Figure 12,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 12'],[],https://drive.google.com/file/d/1wi7N8rL3ONF6zWFJ3qfcsgvIew_mNdSi/view
Nov20,1F,2020,8,8.4,short answer,1,AO1,4.1.3.1; 4.2.3.2; 4.1.3.2,"Figure 13 shows a root hair cell.
 Name the process by which water molecules enter the root hair cell.
 ____",Osmosis,allow diffusion,33,33,33,33,TRUE,Figure 13,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 13'],[],https://drive.google.com/file/d/1wi7N8rL3ONF6zWFJ3qfcsgvIew_mNdSi/view
Nov20,1F,2020,8,8.5,extended response,3,AO3,4.1.1.3; 4.2.3.2; 4.1.3.3,"Nitrate ions need a different method of transport into the root hair cell.
 Explain how the nitrate ions in Figure 13 are transported into the root hair cell.
 Use information from Figure 13 in your answer.
 Name of process ____
 Explanation ____
 ____","active transport
 (because) energy is needed (to move nitrate ions) from a low(er) concentration (in the soil) to a high(er) concentration (in the root / cell)","allow (to move nitrate ions) 
 against / up the concentration 
 gradient
 allow (because) there is a lower 
 concentration (of nitrate ions) in 
 the soil or (because) there is a 
 higher concentration (of nitrate 
 ions) in the root / cell
 ignore reference to amount / 
 number of nitrate ions
 ignore along / across the 
 concentration gradient
 do not accept if reference to 
 molecules / atoms moving",33,33,33,33,TRUE,Figure 13,FALSE,,AQA-84611F-QP-NOV20.PDF,AQA-84611F-W-MS-NOV20.PDF,['Figure 13'],[],https://drive.google.com/file/d/1wi7N8rL3ONF6zWFJ3qfcsgvIew_mNdSi/view
Nov21,1F,2021,1,1.1,multiple choice,1,AO3,4.1.3.1,"This question is about cells.
 Which diagram shows oxygen moving by diffusion?
 Tick (ü) one box.
 [ ]",,,2,2,7,7,FALSE,,FALSE,,AQA-84611F-QP-NOV21.PDF,AQA-84611F-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1AwRlHUsjRHoH7UyGfH5sM1r0niyVabCe/view
Nov21,1F,2021,1,1.2,short answer,3,AO1,4.1.3.2; 4.1.3.3; 4.2.3.2,"Complete the sentences.
 Choose answers from the box.
 carbon dioxide chlorophyll energy
 light mineral ions water
 Plant cells absorb substances from the soil.
 Plant cells use osmosis to absorb __________.
 Plant cells use active transport to absorb __________.
 Active transport moves substances against the concentration gradient and
 needs __________.","water
 mineral ions
 energy
 in this order only",allow minerals / ions,2,2,7,7,FALSE,,FALSE,,AQA-84611F-QP-NOV21.PDF,AQA-84611F-MS-NOV21.PDF,[],[],https://drive.google.com/file/d/1AwRlHUsjRHoH7UyGfH5sM1r0niyVabCe/view
Nov21,1F,2021,1,1.3,short answer,1,AO1,4.1.1.3; 4.2.3.2,"Figure 1 shows a specialised cell that absorbs substances from the soil.
 Name the type of specialised cell in Figure 1.",root hair (cell),ignore root / hair unqualified,3,3,7,7,TRUE,Figure 1,FALSE,,AQA-84611F-QP-NOV21.PDF,AQA-84611F-MS-NOV21.PDF,['Figure 1'],[],https://drive.google.com/file/d/1AwRlHUsjRHoH7UyGfH5sM1r0niyVabCe/view
Nov21,1F,2021,1,1.4,short answer,1,AO1,4.1.1.3; 4.2.3.2,"Describe how the cell in Figure 1 is adapted to increase the absorption of substances 
 from the soil.",large surface / area,"allow it has a long projection
 allow the walls are thin
 allow it has lots of mitochondria",3,3,7,7,TRUE,Figure 1,FALSE,,AQA-84611F-QP-NOV21.PDF,AQA-84611F-MS-NOV21.PDF,['Figure 1'],[],https://drive.google.com/file/d/1AwRlHUsjRHoH7UyGfH5sM1r0niyVabCe/view
